반,성명,통학_권역,1학년_평균등급,3학년_평균등급,등급_변화,G1_미인정결과,G1_미인정결석,G1_미인정조퇴,G1_미인정지각,G1_질병결과,G1_질병결석,G1_질병조퇴,G1_질병지각,G2_미인정결과,G2_미인정결석,G2_미인정조퇴,G2_미인정지각,G2_질병결과,G2_질병결석,G2_질병조퇴,G2_질병지각,G3_미인정결과,G3_미인정결석,G3_미인정조퇴,G3_미인정지각,G3_질병결과,G3_질병결석,G3_질병조퇴,G3_질병지각
6,L,Zone B (시내/중거리),7.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,M,Zone A (농어촌/근거리),5.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,N,Zone D (Outside Yongin),3.5,4.0,,0,0,0,0,0,5,2,2,0,0,0,0,0,4,2,1,0,0,0,0,0,8,1,0
6,O,Zone A (농어촌/근거리),7.5,6.5,,0,1,0,4,0,0,0,0,0,0,0,3,0,7,1,2,0,0,0,2,0,0,1,0
6,P,Zone B (시내/중거리),6.5,7.0,,0,0,0,0,2,0,3,2,0,2,0,0,0,25,14,4,0,0,0,1,0,5,1,2
7,Q,Zone A (농어촌/근거리),4.0,4.5,,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0
7,R,Zone B (시내/중거리),4.5,5.0,,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,2,0,0,0,14,2,0
7,S,Zone A (농어촌/근거리),5.5,5.5,,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
7,T,Zone A (농어촌/근거리),4.5,4.5,,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2
7,U,Zone B (시내/중거리),4.0,4.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0
7,V,Zone A (농어촌/근거리),4.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,W,Zone A (농어촌/근거리),7.5,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,X,Zone A (농어촌/근거리),2.5,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Y,Zone A (농어촌/근거리),5.5,5.0,,0,0,0,1,0,5,4,8,0,0,0,2,0,17,2,5,0,3,0,0,0,17,2,1
7,Z,Zone B (시내/중거리),4.0,3.5,,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,3,0,6,11,1,0,9,1,0
7,A,Zone A (농어촌/근거리),3.5,4.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,2,0,1,0,0,0,9,2,1
7,B,Zone C (Yongin Other),6.5,7.0,,0,0,0,1,0,2,3,0,1,0,1,4,0,0,0,1,0,8,0,1,0,5,1,0
7,C,Zone A (농어촌/근거리),5.5,6.0,,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,6,3,0
7,D,Zone A (농어촌/근거리),4.5,5.0,,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,1,0,3,1,0,0,13,5,1
7,E,Zone B (시내/중거리),4.0,3.5,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,F,Zone A (농어촌/근거리),6.5,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,G,Zone B (시내/중거리),4.5,4.5,,0,0,0,0,0,6,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,1,1
7,H,Zone A (농어촌/근거리),4.5,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1
7,I,Zone B (시내/중거리),3.5,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,J,Zone A (농어촌/근거리),6.5,6.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,K,Zone A (농어촌/근거리),4.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,L,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,M,Zone B (시내/중거리),6.5,6.0,,0,1,0,0,0,4,4,5,0,0,0,0,0,7,1,0,0,10,2,1,0,6,5,2
7,N,Zone A (농어촌/근거리),6.0,6.5,,0,0,0,0,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,O,Zone B (시내/중거리),5.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,P,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Q,Zone A (농어촌/근거리),3.5,3.0,,0,0,0,0,0,12,4,5,0,0,0,0,0,4,1,1,0,0,0,0,0,4,1,0
8,R,Zone A (농어촌/근거리),6.5,6.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,1,0
8,S,Zone A (농어촌/근거리),6.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,T,Zone A (농어촌/근거리),5.5,5.5,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,1,0
8,U,Zone B (시내/중거리),5.0,5.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0
8,V,Zone B (시내/중거리),6.5,6.5,,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,0,3,1,0,0,5,5,0
8,W,Zone B (시내/중거리),5.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,X,Zone B (시내/중거리),5.0,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Y,Zone B (시내/중거리),5.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Z,Zone A (농어촌/근거리),6.5,6.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,A,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,B,Zone B (시내/중거리),6.0,5.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,C,Zone A (농어촌/근거리),4.5,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,2,0,0,1,0
8,D,Zone A (농어촌/근거리),5.0,5.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,E,Zone B (시내/중거리),4.5,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0
8,F,Zone C (Yongin Other),6.5,6.5,,0,0,0,2,0,17,1,1,0,0,0,0,0,28,1,2,0,27,16,7,0,20,0,2
8,G,Zone C (Yongin Other),4.5,4.5,,0,0,0,0,0,2,4,0,0,0,0,0,0,8,1,1,0,0,0,0,0,10,2,0
8,H,Zone B (시내/중거리),6.5,6.5,,0,14,6,1,0,41,2,3,0,1,46,3,0,62,5,1,0,3,66,29,0,54,0,0
8,I,Zone A (농어촌/근거리),5.5,5.5,,0,1,0,0,3,4,6,4,0,6,0,10,0,25,6,7,1,41,1,56,0,8,3,7
8,J,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,K,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,L,Zone A (농어촌/근거리),7.5,6.0,,3,12,1,29,0,5,4,12,0,54,0,50,0,8,2,2,0,11,4,3,0,0,1,0
8,M,Zone D (Outside Yongin),5.0,4.5,,0,0,0,0,0,2,2,1,0,1,0,0,0,2,6,2,0,0,0,0,0,1,3,1
8,N,Zone A (농어촌/근거리),5.0,5.0,,0,1,0,0,0,2,2,6,0,0,0,0,0,3,4,11,0,30,6,0,0,16,4,7
8,O,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,P,Zone B (시내/중거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Q,Zone A (농어촌/근거리),5.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,R,Zone A (농어촌/근거리),6.0,6.0,,0,0,0,0,0,5,2,2,0,0,0,0,0,9,1,4,0,0,0,1,0,0,0,1
8,S,Zone A (농어촌/근거리),6.5,6.0,,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,6,0,0,0,1,0,2,0,0
9,T,Zone B (시내/중거리),5.5,6.5,,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,50,11,2,0,5,3,2
9,U,Zone B (시내/중거리),6.5,7.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,V,Zone B (시내/중거리),4.5,4.5,,0,0,0,0,0,1,3,4,0,0,0,0,1,1,2,4,0,0,0,0,0,8,2,1
9,W,Zone A (농어촌/근거리),7.5,7.5,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
9,X,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,7,3,0
9,Y,Zone A (농어촌/근거리),6.0,6.5,,2,0,0,0,0,0,1,3,0,0,0,0,0,1,1,6,0,2,21,0,0,22,11,5
9,Z,Zone A (농어촌/근거리),7.5,7.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,A,Zone B (시내/중거리),4.5,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,B,Zone A (농어촌/근거리),5.0,5.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,C,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,D,Zone B (시내/중거리),4.5,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,E,Zone A (농어촌/근거리),7.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,F,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,1,0,24,1,0,0,0,0,0,0,7,5,0,0,2,0,0,0,5,0,0
9,G,Zone A (농어촌/근거리),6.5,6.5,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,2
9,H,Zone A (농어촌/근거리),6.0,6.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,0,10,0,1,0,0,0,0
9,I,Zone A (농어촌/근거리),6.0,6.0,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,49,0,0,2,1,0
9,J,Zone C (Yongin Other),6.0,5.5,,0,0,0,0,0,1,3,12,0,0,0,1,0,12,6,14,1,23,14,2,0,31,0,1
9,K,Zone C (Yongin Other),7.5,7.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
9,L,Zone C (Yongin Other),3.5,3.0,,0,0,0,0,0,2,0,0,0,2,0,0,0,17,1,0,0,3,1,0,0,24,0,0
9,M,Zone B (시내/중거리),7.5,8.0,,0,2,0,0,0,6,5,3,0,0,0,1,0,1,4,0,0,19,30,0,0,2,1,1
9,N,Zone B (시내/중거리),6.5,6.5,,0,0,0,0,0,10,10,2,0,1,1,0,0,8,3,9,0,13,0,19,0,4,2,1
9,O,Zone B (시내/중거리),6.5,6.5,,0,0,0,13,0,14,4,2,1,0,0,1,0,14,8,2,5,5,4,10,0,14,26,0
9,P,Zone A (농어촌/근거리),5.0,5.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2,0
9,Q,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,R,Zone A (농어촌/근거리),4.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,S,Zone A (농어촌/근거리),6.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,T,Zone B (시내/중거리),7.5,7.5,,6,1,0,20,0,8,4,3,1,3,0,27,0,12,2,3,0,9,0,4,0,14,0,0
9,U,Zone A (농어촌/근거리),7.5,7.5,,1,16,2,71,0,8,2,14,5,55,2,71,0,8,3,1,0,7,1,12,0,3,0,12
9,V,Zone A (농어촌/근거리),6.5,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,W,Zone A (농어촌/근거리),6.5,6.0,,0,0,0,4,0,0,2,0,0,0,0,1,0,1,1,1,0,1,1,0,0,3,0,0
